turbulence_intensity,wind_speed,wind_direction
0.12,6.52541480449573,5.6652
0.12,6.56542654360235,5.06519999999998
0.12,6.6454500218156,5.96520000000001
0.12,6.58543241315567,6.76520000000002
0.12,6.50540893494241,6.6652
0.12,6.38537371762254,7.46520000000001
0.12,6.4854030653891,6.46520000000001
0.12,6.54542067404904,5.26520000000002
0.12,6.6454500218156,4.1652
0.12,6.56542654360235,5.1652
0.12,6.54542067404904,5.26520000000002
0.12,6.52541480449573,5.06519999999998
0.12,6.46539719583579,6.56519999999998
0.12,6.44539132628248,6.86519999999999
0.12,6.46539719583579,7.6652
0.12,6.52541480449573,6.1652
0.12,6.54542067404904,5.36519999999999
0.12,6.60543828270898,5.86519999999999
0.12,6.50540893494241,6.06519999999998
0.12,6.62544415226229,2.26520000000002
0.12,6.60543828270898,-1.8348
0.12,6.66545589136892,0.365199999999987
0.12,6.58543241315567,-0.634800000000013
0.12,6.60543828270898,-1.23479999999998
0.12,6.60543828270898,-0.634800000000013
0.12,6.62544415226229,-1.13480000000001
0.12,6.58543241315567,-0.134800000000013
0.12,6.60543828270898,0.365199999999987
0.12,6.56542654360235,0.46520000000001
0.12,6.58543241315567,-1.8348
0.12,6.62544415226229,-1.3348
0.12,6.58543241315567,1.26520000000002
0.12,6.54542067404904,2.56519999999998
0.12,6.60543828270898,0.165199999999999
0.12,6.60543828270898,1.1652
0.12,6.56542654360235,0.0651999999999759
0.12,6.52541480449573,-1.93480000000002
0.12,6.34536197851591,-4.13480000000001
0.12,6.3253561089626,-5.8348
0.12,6.22532676119604,-7.8348
0.12,6.34536197851591,-4.43480000000002
0.12,6.4854030653891,-3.23479999999998
0.12,6.38537371762254,-5.53479999999999
0.12,6.36536784806923,-6.13480000000001
0.12,6.20532089164272,-9.3348
0.12,6.18531502208941,-9.8348
0.12,6.3253561089626,-10.3348
0.12,6.24533263074935,-8.43480000000002
0.12,6.36536784806923,-10.9348
0.12,6.34536197851591,-10.0348
0.12,6.24533263074935,-9.13480000000001
0.12,6.38537371762254,-9.3348
0.12,6.40537958717585,-11.4348
0.12,6.42538545672916,-10.0348
0.12,6.38537371762254,-8.93480000000002
0.12,6.44539132628248,-10.6348
0.12,6.44539132628248,-10.7348
0.12,6.50540893494241,-10.5348
0.12,6.4854030653891,-10.0348
0.12,6.4854030653891,-9.93480000000002
0.12,6.42538545672916,-8.93480000000002
0.12,6.38537371762254,-10.0348
0.12,6.44539132628248,-10.9348
0.12,6.60543828270898,-10.9348
0.12,6.56542654360235,-11.9348
0.12,6.56542654360235,-10.2348
0.12,6.34536197851591,-9.13480000000001
0.12,6.3253561089626,-9.93480000000002
0.12,6.28534436985598,-8.63480000000001
0.12,6.36536784806923,-6.13480000000001
0.12,6.44539132628248,-4.13480000000001
0.12,6.42538545672916,-4.13480000000001
0.12,6.44539132628248,-3.3348
0.12,6.40537958717585,-4.43480000000002
0.12,6.40537958717585,-6.3348
0.12,6.42538545672916,-6.93480000000002
0.12,6.40537958717585,-5.63480000000001
0.12,6.54542067404904,-5.73479999999998
0.12,6.52541480449573,-7.03479999999999
0.12,6.36536784806923,-8.23479999999998
